number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,city,zip code,exchange rate,unit price of residence space,unit price of building space,total cost,month,day,latitude,longitude
3,2.25,1890,7200,1.0,0,0,4,1230,660,1973,0,Seattle,WA 98125,6.823360375,30.8415812,0.758470947,2,6,9,47.7156205,-122.3171331
3,1.75,2240,8153,1.0,0,0,3,1120,1120,1948,1994,Seattle,WA 98125,7.992838317,21.87953286,0.740724528,2,6,9,47.7301287,-122.3291879
4,2.5,2170,14024,2.0,0,0,3,2170,0,1992,0,Duvall,WA 98019,7.347320629,27.02217801,0.11322805,2,6,9,47.734554,-121.970271
3,1.75,1640,13500,1.0,0,0,3,1110,530,1940,1996,Seattle,WA 98125,6.515147587,41.46281329,0.07931817,2,6,9,47.7163682,-122.3041592
4,2.5,2330,9928,2.0,0,0,3,2330,0,1998,2006,North Bend,WA 98045,6.066671732,32.32088757,0.234652474,2,6,9,47.483592,-121.783029
4,2.75,1980,11443,1.0,0,0,5,1980,0,1952,1998,Lake Forest Park,WA 98155,7.544368526,26.37851524,0.937814299,2,6,9,47.77045,-122.273213
4,1.75,2220,6500,2.0,0,3,4,2220,0,1964,0,Burien,WA 98166,6.493499396,31.20098103,0.715985064,2,6,9,47.4519327,-122.3745189
3,3.5,1500,1249,2.0,0,0,3,1240,260,2004,2003,Seattle,WA 98107,7.489222335,43.01335264,0.619535398,2,6,9,47.672688,-122.373066
4,1.75,2240,9886,1.5,0,0,4,2240,0,1965,0,Bellevue,WA 98008,6.595013658,31.04641533,0.634319646,3,6,9,47.6294763,-122.1161739
3,1.75,1300,8800,1.0,0,0,4,1300,0,1963,0,Bellevue,WA 98008,7.283438954,46.53433843,0.95782337,3,6,9,47.61989,-122.116088
3,3.0,2470,36445,2.0,0,0,4,2470,0,1980,0,Issaquah,WA 98027,7.687818216,17.21448071,0.707095316,3,6,9,47.466092,-121.997234
3,2.5,1900,6224,2.0,0,0,3,1900,0,2005,0,Sammamish,WA 98075,7.424600274,37.03278454,0.294046923,3,6,9,47.5941377,-122.0039601
3,2.25,2190,7149,1.0,0,1,4,1240,950,1963,0,Renton,WA 98056,6.507508925,36.53379695,0.414654217,3,6,9,47.52409882,-122.20410332
4,2.5,2700,5100,1.0,0,0,4,1440,1260,1968,0,Seattle,WA 98136,7.830546728,24.4744541,0.81504432,3,6,9,47.533113,-122.384036
3,2.5,2260,4165,2.0,0,0,3,2260,0,2005,0,Sammamish,WA 98075,7.972779697,29.34952336,0.637407045,3,6,9,47.5921954,-122.0080643
2,2.5,1380,951,3.0,0,0,3,1380,0,2006,0,Seattle,WA 98103,7.889271294,50.29745038,0.586706432,3,6,9,47.66534,-122.355114
3,1.75,1760,10780,1.0,0,0,3,1760,0,1977,2004,Bellevue,WA 98005,6.292212961,48.41014374,0.263773871,3,6,9,47.593807,-122.154084
3,1.5,2070,5386,1.0,0,0,4,1140,930,1948,0,Seattle,WA 98117,6.888892296,37.05716511,0.823763345,3,6,9,47.68957,-122.373833
4,2.5,2800,12831,2.0,0,0,3,2800,0,2001,0,Duvall,WA 98019,6.808415694,27.88522148,0.365255748,3,6,9,47.7392282,-121.9654845
3,1.75,2050,3520,1.0,0,0,4,1070,980,1977,0,Seattle,WA 98136,7.612623729,36.19854893,0.11530781,3,6,9,47.553894,-122.398503
2,2.0,1870,6275,1.0,0,0,3,1870,0,2003,0,Redmond,WA 98053,6.988412056,43.54270672,0.227343127,3,6,9,47.710827,-122.031213
4,3.5,3730,15029,2.0,0,2,3,2440,1290,1991,0,Kent,WA 98042,6.026240576,23.29167949,0.843589053,3,6,9,47.380354,-122.162844
3,2.5,2630,77972,2.0,0,0,3,2630,0,2004,2003,Duvall,WA 98019,6.728984663,12.09833941,0.735493071,3,6,9,47.7449894,-121.9156243
3,2.5,2670,47480,2.0,0,3,3,2670,0,1981,2013,Woodinville,WA 98072,7.749976536,27.76477121,0.082830947,3,6,9,47.744002,-122.112794
4,2.5,3190,7399,2.0,0,0,3,3190,0,2006,0,Maple Valley,WA 98038,7.990175679,22.59553611,0.574601651,3,6,9,47.355901,-122.004164
3,2.5,2590,7237,2.0,0,0,3,2590,0,2004,2003,Seattle,WA 98125,7.216114951,31.37340816,0.644145582,3,6,9,47.71133,-122.308938
3,1.75,2210,16200,1.0,0,0,3,1390,820,1958,2004,Bellevue,WA 98005,6.216898631,43.45982855,0.276927206,3,6,9,47.5923641,-122.1750244
3,2.5,2140,8925,2.0,0,0,3,2140,0,1991,0,Sammamish,WA 98074,6.650144263,42.90400949,0.495678814,3,6,9,47.631422,-122.027271
4,2.5,2380,13435,2.0,0,0,3,2380,0,1992,0,Issaquah,WA 98075,6.252339931,41.46698791,0.368423271,3,6,9,47.583298,-122.027881
4,2.5,2350,63162,2.0,0,0,4,2350,0,1994,0,Woodinville,WA 98077,6.754994002,36.88684313,0.150939183,3,6,9,47.75474852,-122.04765918
4,3.0,3150,7778,2.0,0,0,3,3150,0,2000,0,Sammamish,WA 98075,7.775881179,26.59921094,0.801547603,4,6,9,47.597237,-122.018134
4,2.5,2800,246114,2.0,0,0,3,2800,0,1999,0,Carnation,WA 98014,7.125972635,18.98195852,0.205415611,4,6,9,47.6595138,-121.9611065
4,2.5,2610,33206,2.0,0,0,3,2610,0,1988,2000,Redmond,WA 98053,7.574260836,27.78303323,0.773175998,4,6,9,47.666081,-122.056934
4,3.25,2050,5000,2.0,0,0,4,1370,680,1987,0,Seattle,WA 98112,6.336532723,56.84786547,0.364627248,4,6,9,47.623423,-122.298028
4,2.5,2030,3905,1.5,0,0,4,1630,400,1926,1993,Seattle,WA 98103,6.968049433,57.42368142,0.68848977,4,6,9,47.654686,-122.339798
3,2.5,2630,10100,1.0,0,0,4,1580,1050,1967,0,Bellevue,WA 98006,6.196501136,49.68591135,0.683533935,4,6,9,47.5637428,-122.1531254
4,2.25,3160,34560,1.0,0,0,4,3160,0,1981,0,Woodinville,WA 98072,6.839009462,37.35824057,0.666963685,4,6,9,47.7340475,-122.1318185
4,2.5,2730,4800,1.5,0,0,5,2230,500,1909,1988,Seattle,WA 98119,7.85151515,44.66275044,0.601534253,4,6,9,43.863425,-91.26072
3,2.5,2850,10474,1.0,0,0,4,1730,1120,1954,1979,Bellevue,WA 98004,7.515001643,52.80409578,0.242082524,4,6,9,47.621795,-122.209002
4,2.5,2740,16007,2.0,0,0,3,2740,0,1984,0,Medina,WA 98039,7.222808552,57.80439034,0.700792536,4,6,9,47.63529,-122.229018
4,2.5,4250,19387,2.0,0,2,4,3260,990,1972,0,Mercer Island,WA 98040,6.085811703,49.54398014,0.487854571,4,6,9,47.557789,-122.212065
4,3.25,3300,15907,2.0,0,0,5,3300,0,1985,0,Mercer Island,WA 98040,6.906343141,54.94887136,0.888992356,4,6,9,47.541284,-122.215986
5,3.5,4220,26784,1.0,0,0,3,2110,2110,1958,2006,Bellevue,WA 98004,6.651917533,55.94446281,0.362460938,4,6,9,47.600348,-122.206011
4,3.25,4130,112521,2.0,0,0,3,4130,0,1978,0,Bellevue,WA 98005,6.882413117,50.03118378,0.617104125,4,6,9,47.639425,-122.165724
4,1.0,1120,2685,1.0,0,0,3,860,260,1939,1969,Renton,WA 98057,6.374312809,12.19846305,0.754445798,1,6,10,39.969504,-75.145483
4,1.0,1200,7200,1.5,0,0,3,1200,0,1944,0,Seattle,WA 98178,6.607440613,12.43594583,0.772059007,1,6,10,47.495101,-122.248131
3,1.0,1010,9450,1.0,0,0,4,1010,0,1959,0,Des Moines,WA 98198,6.406716792,14.32375657,0.938401157,1,6,10,47.359185,-122.314947
3,1.0,970,6600,1.0,0,0,3,970,0,1965,1993,Burien,WA 98168,7.760490491,17.55195882,0.641839795,1,6,10,47.483634,-122.332128
3,1.75,1330,9200,1.0,0,0,4,1330,0,1973,0,Auburn,WA 98092,6.032600255,16.10359906,0.969281611,1,6,10,47.29164,-122.184976
3,1.0,920,9812,1.0,0,0,4,920,0,1962,0,Auburn,WA 98001,6.39067457,28.77731016,0.483309868,1,6,10,47.295844,-122.283869
3,1.0,970,7742,1.0,0,0,4,970,0,1967,0,Federal Way,WA 98003,7.887001237,26.946171,0.225204527,1,6,10,47.317274,-122.326914
3,1.75,1760,26055,1.0,0,0,3,920,840,1979,2014,Covington,WA 98042,6.674988236,17.65385594,0.101214282,1,6,10,47.366434,-122.100251
3,1.75,1590,7560,1.0,0,0,3,1130,460,1984,0,Kent,WA 98031,6.508755778,22.6520967,0.316529771,1,6,10,47.401516,-122.17996
3,2.0,1320,7200,1.0,0,0,5,1320,0,1975,0,Kent,WA 98031,7.40756976,25.43424911,0.057263374,1,6,10,47.39469,-122.173869
3,1.75,2040,7281,1.0,0,0,3,1020,1020,1962,2003,Tukwila,WA 98188,6.177430096,16.90131457,0.889556467,1,6,10,47.468142,-122.28194
2,1.0,1380,5000,1.0,0,0,3,870,510,1943,2002,Seattle,WA 98108,7.842671426,22.02956814,0.75424511,1,6,10,47.533969,-122.292857
3,2.5,1560,4200,2.0,0,0,3,1560,0,2003,0,Maple Valley,WA 98038,7.27975189,21.3428419,0.870708439,1,6,10,47.383785,-122.026025
4,2.25,1940,6206,2.0,0,0,3,1940,0,1990,2009,Federal Way,WA 98023,6.496471262,19.63915379,0.768525388,1,6,10,47.306343,-122.358986
2,2.0,1651,18200,1.0,0,0,3,1651,0,1946,0,Vashon,WA 98070,7.34976848,17.56309823,0.53736574,1,6,10,47.46211,-122.46075
4,2.5,2009,5000,2.0,0,0,3,2009,0,2014,0,Auburn,WA 98092,7.190660021,18.77878684,0.888123468,2,6,10,47.258151,-122.198379
2,1.5,1010,7719,2.0,0,0,3,1010,0,1981,2013,Renton,WA 98056,6.155983527,47.28536631,0.271248255,2,6,10,47.512769,-122.189121
4,1.0,1150,8184,1.5,0,0,3,1150,0,1947,2012,Shoreline,WA 98155,7.030154536,35.53463052,0.342644272,2,6,10,47.743079,-122.319248
3,2.5,1780,6771,1.0,0,0,3,1230,550,1990,2009,Seattle,WA 98106,6.362729981,25.44030968,0.50767596,2,6,10,47.523683,-122.353165
4,1.0,1740,11075,1.5,0,0,3,1740,0,1965,1993,Shoreline,WA 98133,6.095560118,27.52197827,0.268031239,2,6,10,47.7457501,-122.3338927
3,1.75,1420,7650,1.0,0,0,4,1100,320,1984,0,Renton,WA 98056,6.1075936,35.24646925,0.092353132,2,6,10,47.489165,-122.182054
4,2.5,1930,9643,2.0,0,0,4,1930,0,1992,0,Kent,WA 98031,6.158849951,22.30974294,0.838754382,2,6,10,47.406512,-122.180234
2,1.0,1740,3622,1.0,0,0,4,950,790,1924,0,Seattle,WA 98118,7.20354361,24.85966822,0.130495729,2,6,10,47.554179,-122.289858
3,1.75,2430,9133,1.0,0,0,4,1410,1020,1978,2000,Renton,WA 98059,6.624009919,20.20370615,0.161895306,2,6,10,47.511552,-122.157067
3,1.75,1540,6909,1.0,0,0,4,920,620,1955,2009,Shoreline,WA 98155,6.275671574,33.38295033,0.515914406,2,6,10,47.74586497,-122.31296466
2,0.75,1392,43710,1.5,0,0,4,1392,0,1978,2000,Vashon,WA 98070,6.214157584,17.49996449,0.73125257,2,6,10,47.449032,-122.453121
3,1.75,1890,9100,2.0,0,0,4,1890,0,1952,0,Shoreline,WA 98133,7.431491711,21.24231686,0.910745935,2,6,10,47.7676157,-122.3390512
4,2.0,1630,10375,1.0,0,0,5,1630,0,1968,0,Woodinville,WA 98077,6.379425063,32.09233636,0.397196083,2,6,10,47.756466,-122.073087
3,1.75,1520,8625,1.0,0,0,3,1520,0,1976,0,Bothell,WA 98011,6.432196726,33.14218049,0.756536856,2,6,10,47.768681,-122.222839
4,2.5,1960,7133,2.0,0,0,3,1960,0,2002,0,Renton,WA 98056,7.017508403,26.65758798,0.066587544,2,6,10,47.494083,-122.189894
4,2.5,2210,9427,2.0,0,0,3,2210,0,1999,0,Burien,WA 98148,7.120883584,23.65957942,0.039708656,2,6,10,38.34802616,-97.18868801
3,1.5,1530,7200,1.0,0,0,3,1530,0,1975,0,Lake Forest Park,WA 98155,7.284753835,31.22700967,0.523428615,2,6,10,47.769093,-122.297129
4,1.5,1680,11123,1.0,0,0,3,1130,550,1959,1989,Shoreline,WA 98177,6.564929222,33.91464477,0.081518671,2,6,10,26.65689018,-81.98965131
4,1.75,1720,8750,1.0,0,0,3,860,860,1971,0,Kirkland,WA 98034,7.706123031,24.55677133,0.88258571,2,6,10,47.72595,-122.209869
4,2.75,1940,6555,2.0,0,0,3,1940,0,1990,2009,Maple Valley,WA 98038,6.177446262,31.64518022,0.315025635,2,6,10,47.370228,-122.040728
4,2.5,2530,7563,1.0,0,0,3,1440,1090,1978,0,Bothell,WA 98011,6.286468994,25.09085101,0.019684102,2,6,10,47.776313,-122.20987
2,1.0,1100,3598,1.0,0,0,4,1100,0,1926,1993,Seattle,WA 98144,6.511611636,54.6417338,0.495701275,2,6,10,44.943476,-93.254108
3,2.5,2090,6045,2.0,0,0,3,2090,0,2000,0,Renton,WA 98056,6.359212892,28.54524504,0.926399781,2,6,10,38.9307377,-76.9958117
4,1.0,1390,10800,1.5,0,0,4,1390,0,1941,1998,Seattle,WA 98177,7.574029604,34.59563473,0.651355626,2,6,10,35.60421775,-97.51563988
3,2.5,2340,5957,2.0,0,0,3,2340,0,1995,0,Kenmore,WA 98028,6.40969312,26.97188727,0.564321845,2,6,10,47.734671,-122.235951
3,3.25,1410,1246,3.0,0,0,3,1410,0,2005,0,Seattle,WA 98103,7.51028696,40.00604022,0.572339915,2,6,10,47.698117,-122.33993
3,1.5,2010,9480,1.0,0,0,3,1570,440,1951,1994,Seattle,WA 98125,7.35335292,25.70013543,0.71863435,2,6,10,47.710139,-122.281223
3,1.75,1870,7189,1.0,0,0,3,1270,600,1959,1989,Seattle,WA 98118,6.153996849,36.72375324,0.234713932,2,6,10,47.541166,-122.270262
5,2.25,1970,15247,1.0,0,0,3,1450,520,1986,0,Fall City,WA 98024,6.650980396,28.52530011,0.603990966,2,6,10,47.566936,-121.904828
3,1.5,1290,1286,3.0,0,0,3,1290,0,2000,0,Seattle,WA 98103,6.979175889,48.3749174,0.498483177,2,6,10,47.661668,-122.34899
2,1.0,1470,7137,1.0,0,0,3,1020,450,1941,1994,Seattle,WA 98103,6.566630493,46.94070319,0.118375199,2,6,10,47.7007796,-122.3524272
3,1.75,2290,14800,1.0,0,0,3,1620,670,1965,1993,Lake Forest Park,WA 98155,6.245420632,31.88835291,0.150730485,2,6,10,47.773416,-122.272838
5,2.5,2732,9500,1.0,0,2,4,1870,862,1975,0,Federal Way,WA 98003,7.819927155,19.9156275,0.733910696,2,6,10,47.343731,-122.322935
4,1.75,2320,4322,1.0,0,0,3,1140,1180,1910,2006,Seattle,WA 98144,7.089301182,28.03685223,0.615956424,2,6,10,44.945285,-93.221398
4,2.0,1210,11100,1.0,0,0,4,1210,0,1955,2009,Bellevue,WA 98006,6.576527488,57.69452365,0.331374514,2,6,10,45.493814,-122.512093
4,2.5,3020,8302,2.0,0,0,4,3020,0,1994,0,Covington,WA 98042,7.979820899,19.70490095,0.228389069,2,6,10,47.362896,-122.127108
3,2.0,2220,10275,2.0,0,0,3,1640,580,1980,0,Issaquah,WA 98027,6.095210755,31.61496429,0.993261789,2,6,10,47.530417,-122.054788
3,2.5,1800,5001,2.0,0,0,3,1800,0,1996,0,Kirkland,WA 98034,7.900675789,35.76179349,0.1625813,3,6,10,47.712648,-122.231038
3,2.0,2110,5150,1.0,0,0,5,1080,1030,1919,1934,Seattle,WA 98118,6.957725865,34.94851564,0.087289335,3,6,10,47.5520607,-122.2710448
5,2.75,2880,8364,2.0,0,0,3,2880,0,2006,0,Renton,WA 98059,7.81008236,20.87658868,0.848424989,3,6,10,47.489266,-122.146914
4,2.75,2790,8853,2.0,0,0,3,2790,0,2013,1923,North Bend,WA 98045,7.041153083,26.25558104,0.277946923,3,6,10,41.5778056,-93.5998519
3,2.0,2180,4976,1.5,0,2,4,1680,500,1930,0,Seattle,WA 98126,6.84148918,36.40154044,0.355171018,3,6,10,47.572992,-122.37998
4,2.0,2180,3870,1.0,0,0,3,1020,1160,1900,2005,Seattle,WA 98122,6.374427654,39.93332264,0.124709945,3,6,10,40.52591643,-78.40709536
4,1.75,2440,5000,1.0,0,0,3,1340,1100,1954,2005,Seattle,WA 98117,7.280021001,30.92786469,0.456607725,3,6,10,47.682341,-122.371177
5,3.0,3670,10583,1.0,0,0,5,2060,1610,1952,1998,Lake Forest Park,WA 98155,7.410142821,20.02119039,0.312659495,3,6,10,47.758921,-122.276894
4,2.0,2750,7807,1.5,0,0,5,2250,500,1916,0,Seattle,WA 98125,6.019639952,31.78989307,0.952217961,3,6,10,47.716787,-122.286855
4,4.5,3870,35889,2.0,0,0,3,2530,1340,2001,0,Issaquah,WA 98027,6.048649,16.22772985,0.967555402,3,6,10,47.467616,-122.010073
4,2.75,2490,9714,1.0,0,0,4,1400,1090,1983,0,Bothell,WA 98011,6.11614805,39.17003353,0.193081132,3,6,10,47.74947284,-122.20086473
4,2.25,2560,9731,2.0,0,0,4,2560,0,1973,0,Kirkland,WA 98034,6.717615623,34.75493499,0.800317469,3,6,10,47.726064,-122.246109
3,1.75,2050,11856,1.0,0,0,3,1460,590,1962,2003,Bellevue,WA 98006,7.077948419,40.59889095,0.78880454,3,6,10,47.573498,-122.162047
3,2.5,2510,6320,2.0,0,0,3,2510,0,1996,0,Sammamish,WA 98075,6.063292513,42.92383619,0.149999071,3,6,10,47.5867773,-122.0329877
3,1.75,1820,5500,1.0,0,0,4,1620,200,1957,2001,Seattle,WA 98115,6.867501199,50.2061459,0.846696846,3,6,10,47.673735,-122.282887
3,1.75,1760,8400,1.0,0,0,4,1460,300,1960,2001,Seattle,WA 98136,7.262660288,50.79564317,0.503484653,3,6,10,47.5355387,-122.3900164
3,2.5,2550,45254,2.0,0,0,3,2550,0,2001,0,Redmond,WA 98053,7.946314935,22.76817404,0.649734412,3,6,10,45.65781276,-122.38014942
4,3.5,3510,9364,2.0,0,0,3,3510,0,2001,0,Snoqualmie,WA 98065,6.448160704,29.77656854,0.348880601,3,6,10,47.540011,-121.876072
3,2.75,2540,4694,2.0,0,0,3,2540,0,2005,0,Sammamish,WA 98074,6.461100751,42.13309752,0.116903019,3,6,10,38.89436,-76.98784
5,2.75,3100,9825,2.0,0,2,4,3100,0,1950,1982,Seattle,WA 98125,6.478791814,34.53101724,0.101647096,4,6,10,47.718897,-122.281028
3,2.0,2080,3880,1.0,0,0,5,1160,920,1954,0,Seattle,WA 98117,7.434965311,43.66598279,0.856827046,4,6,10,47.685973,-122.391171
3,3.5,2440,3427,2.0,0,0,3,1990,450,2000,0,Bellevue,WA 98005,7.104565709,40.55634562,0.28545441,4,6,10,47.589026,-122.164965
3,2.5,3000,25341,2.0,0,0,3,3000,0,1995,0,Redmond,WA 98053,6.864716893,34.55566639,0.163000671,4,6,10,47.672386,-122.012955
4,3.25,3490,7024,2.0,0,0,3,3490,0,2006,0,Sammamish,WA 98075,7.156123102,29.62791572,0.100402007,4,6,10,47.5834338,-121.971992
5,3.25,2750,7500,2.0,0,1,3,2150,600,1937,1997,Kirkland,WA 98033,7.3900472,36.30138995,0.221203655,4,6,10,47.6636222,-122.2031222
4,2.5,3700,21755,1.0,0,4,3,2620,1080,1988,2000,Bellevue,WA 98006,6.208603939,34.89736564,0.08139215,4,6,10,47.5661004,-122.1081668
4,2.5,3340,12248,2.0,0,1,3,2470,870,1998,2006,Seattle,WA 98126,7.933912844,31.9921201,0.228786277,4,6,10,47.5857515,-122.3789797
5,2.5,2550,20875,1.0,0,0,4,1610,940,1953,1983,Bellevue,WA 98004,7.776269023,42.16329935,0.362986416,4,6,10,47.6335517,-122.1917638
4,2.5,2580,3909,2.0,0,0,3,2580,0,2013,1923,Kirkland,WA 98033,7.033862878,49.27299923,0.208210979,4,6,10,47.685063,-122.210091
6,3.75,2930,14980,2.0,0,3,3,2930,0,2013,1923,Bellevue,WA 98006,6.600238945,46.13946999,0.229819599,4,6,10,47.5439985,-122.1167622
5,4.0,3760,28040,2.0,0,0,3,3760,0,1983,2009,Kirkland,WA 98033,6.806022525,33.08374715,0.934629883,4,6,10,47.648922,-122.182739
5,3.25,3230,3825,2.0,0,0,3,2480,750,2014,0,Seattle,WA 98117,7.055747074,46.17579254,0.264959061,4,6,10,47.6785605,-122.3921261
3,3.0,2940,4622,2.0,0,0,4,2230,710,1988,0,Seattle,WA 98105,7.162049213,49.89139529,0.588031223,4,6,10,47.664062,-122.292979
5,3.75,3630,6000,1.5,0,0,3,2470,1160,2004,2003,Kirkland,WA 98033,7.242300182,43.41257181,0.890670933,4,6,10,41.25446193,-111.95840356
4,2.5,3040,7000,2.0,0,0,3,3040,0,2001,0,Mercer Island,WA 98040,7.990524904,50.10327406,0.231194612,4,6,10,47.593416,-122.24393
5,3.25,5270,17232,2.0,0,1,3,4010,1260,1977,2003,Mercer Island,WA 98040,6.927861058,48.21856527,0.289397096,4,6,10,47.553677,-122.22773
1,1.0,620,8261,1.0,0,0,3,620,0,1939,1969,Seattle,WA 98106,7.838736659,18.25808952,0.915213406,1,6,11,47.5138363,-122.3642008
2,1.0,700,4700,1.0,0,0,5,700,0,1953,0,Renton,WA 98056,7.527597488,31.60668298,0.945579557,1,6,11,47.495283,-122.16898
3,1.75,1570,4875,1.0,0,0,4,1310,260,1977,0,Covington,WA 98042,7.742554132,14.75789265,0.942003099,1,6,11,47.362101,-122.093953
3,1.0,1050,6300,1.0,0,0,3,1050,0,1942,1999,Seattle,WA 98146,7.574418383,24.9712885,0.448457378,1,6,11,47.512771,-122.373715
3,2.0,1640,5280,1.5,0,0,5,1640,0,1910,0,Auburn,WA 98002,6.051683929,22.89870091,0.210805697,1,6,11,47.308827,-122.213029
3,1.5,1360,9760,1.5,0,0,5,1360,0,1984,0,North Bend,WA 98045,6.102640957,27.20311483,0.238831931,1,6,11,47.465016,-121.75681
5,1.5,1510,9078,1.0,0,0,4,1510,0,1959,0,SeaTac,WA 98168,7.70027121,20.53760782,0.131622605,1,6,11,47.485275,-122.305092
2,1.5,982,846,2.0,0,0,3,806,176,2006,0,Seattle,WA 98133,6.02622003,41.59384282,0.756763259,1,6,11,47.703297,-122.345059
3,1.5,1160,8906,1.0,0,0,3,1160,0,1962,2003,Seattle,WA 98118,6.393069716,30.68113651,0.614189181,1,6,11,47.5362337,-122.2902531
2,1.0,1350,10096,1.0,0,2,4,1350,0,1952,0,North Bend,WA 98045,7.657179601,20.24260614,0.87506157,1,6,11,47.496652,-121.778245
3,2.5,1860,6607,2.0,0,0,3,1860,0,1989,0,Federal Way,WA 98023,7.426786406,19.06515862,0.339060386,1,6,11,26.21820028,-80.14190365
3,2.5,1870,4060,2.0,0,0,3,1870,0,2005,0,Kent,WA 98042,6.338239066,21.89680137,0.989692588,1,6,11,47.3985252,-122.1630005
3,1.75,1520,15090,1.0,0,0,4,1520,0,1968,0,Maple Valley,WA 98038,6.099387348,28.93582834,0.2361365,1,6,11,47.397949,-121.964495
2,1.0,860,3874,1.0,0,0,4,860,0,1931,0,Renton,WA 98057,6.146987886,54.53795218,0.08356826,1,6,11,45.475451,-98.4898143
4,2.75,2414,7693,2.0,0,0,3,2414,0,2006,0,Auburn,WA 98002,6.502015375,16.07118904,0.794657761,1,6,11,47.304548,-122.221906
5,3.5,2100,5107,2.0,0,0,3,1410,690,1999,0,Seattle,WA 98178,6.982659124,18.87564716,0.510800182,1,6,11,47.510818,-122.256731
3,2.5,2250,7294,2.0,0,0,3,2250,0,1994,0,Auburn,WA 98092,7.008849232,19.40095594,0.05767819,2,6,11,47.263625,-122.212185
3,1.0,1160,8813,1.0,0,0,3,1160,0,1952,2008,Seattle,WA 98125,6.733115425,34.53771348,0.796208322,2,6,11,47.725607,-122.329204
3,1.75,1790,27427,1.0,0,0,3,1130,660,1978,0,Snoqualmie,WA 98065,7.501726933,21.26045133,0.192042509,2,6,11,47.532716,-121.76081
3,2.5,2456,7566,2.0,0,0,3,2456,0,2012,1912,Federal Way,WA 98023,7.92936917,14.3210746,0.850987226,2,6,11,47.29791254,-122.35096211
3,2.5,2210,7557,2.0,0,0,3,2210,0,1989,0,Federal Way,WA 98023,6.486334947,20.92660692,0.612463584,2,6,11,47.307878,-122.393016
2,1.0,720,6686,1.0,0,0,3,720,0,1942,1999,Seattle,WA 98117,7.959844731,57.12653411,0.105277047,2,6,11,47.700244,-122.361662
4,2.25,2030,13500,1.0,0,0,3,1230,800,1963,2008,Renton,WA 98059,7.387330888,21.92511736,0.062216263,2,6,11,47.459617,-122.06582
3,2.5,1430,1002,3.0,0,0,3,1430,0,2002,0,Seattle,WA 98103,6.061633577,40.22557894,0.052555678,2,6,11,40.820573,-96.59082
3,3.25,1460,1592,2.0,0,0,3,1130,330,2006,0,Seattle,WA 98126,6.898879389,33.728062,0.935870949,2,6,11,47.54811,-122.373952
3,1.75,1170,8182,1.0,0,0,3,1170,0,1962,2003,Shoreline,WA 98155,7.427967706,33.85612274,0.95870401,2,6,11,47.7367606,-122.298202
3,1.0,940,10368,1.0,0,0,3,940,0,1965,1993,Redmond,WA 98052,6.580262621,52.6798997,0.412629169,2,6,11,47.6608035,-122.1328637
3,1.0,890,7200,1.0,0,0,3,890,0,1951,1994,Seattle,WA 98125,7.01001249,51.86750937,0.939196679,2,6,11,47.709955,-122.2860413
3,2.0,1370,8336,1.0,0,0,5,1370,0,1964,0,Shoreline,WA 98133,7.555403511,34.00925949,0.309191654,2,6,11,47.745806,-122.33102
3,1.5,1460,11407,1.0,0,0,3,1460,0,1954,2005,Lake Forest Park,WA 98155,6.25686647,39.20094633,0.320830986,2,6,11,47.745969,-122.293703
3,1.5,1270,1318,2.0,0,0,3,1080,190,2004,2003,Seattle,WA 98199,6.770220774,44.71086469,0.175713751,2,6,11,47.6526092,-122.3840516
3,2.0,1640,7201,1.0,0,0,3,1640,0,1948,1994,Seattle,WA 98125,7.803120091,27.34695951,0.97948921,2,6,11,47.72159,-122.28899
4,2.5,2550,4500,2.0,0,0,3,2550,0,2009,0,Renton,WA 98059,6.751170056,22.99903756,0.627395613,2,6,11,47.491599,-122.153046
4,1.0,1860,4736,1.5,0,0,1,1860,0,1901,0,Seattle,WA 98112,6.798212687,31.5494819,0.871746298,2,6,11,47.625051,-122.300576
3,2.5,1420,2581,3.0,0,0,3,1420,0,2004,2003,Seattle,WA 98133,7.455112362,40.06404278,0.565005969,2,6,11,47.7026877,-122.3570017
4,2.5,2300,19250,1.0,0,0,4,2300,0,1955,2009,North Bend,WA 98045,7.351299568,23.8537208,0.329875774,2,6,11,47.479308,-121.775689
4,2.5,3170,10688,2.0,0,2,3,3170,0,2001,0,Auburn,WA 98001,6.960661043,19.63018805,0.29375549,2,6,11,38.9168513,-77.0279159
3,2.0,2060,4437,1.0,0,0,3,1030,1030,1929,0,Seattle,WA 98126,7.844051194,27.19382373,0.591365695,2,6,11,47.570548,-122.375804
4,2.5,2180,7203,2.0,0,0,4,2180,0,1989,0,Renton,WA 98059,6.30527594,33.43848925,0.096245977,2,6,11,47.511887,-122.150919
4,2.5,2090,9702,1.0,0,0,5,1320,770,1965,0,Shoreline,WA 98133,7.64696391,28.19717631,0.193398121,2,6,11,47.7468068,-122.3389438
4,1.75,1470,5350,1.0,0,0,3,980,490,1955,2005,Seattle,WA 98125,7.08232669,43.24715044,0.389360447,2,6,11,47.704754,-122.314798
3,2.25,1630,2520,2.0,0,0,3,1630,0,2005,0,Issaquah,WA 98029,7.6054598,37.94973702,0.236929052,2,6,11,47.549289,-121.997925
6,5.0,3440,4500,2.0,0,0,3,3280,160,2007,0,Renton,WA 98057,7.467768215,18.34562914,0.705755491,2,6,11,47.4870847,-122.2191913
